City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Rain,Snow,Date
0,Chuy,-33.69,-53.46,60.85,83,3,11.27,UY,clear sky,0.0,0.0,2019-11-11 00:19:37
1,Arraial Do Cabo,-22.97,-42.02,77.0,88,75,5.82,BR,broken clouds,0.0,0.0,2019-11-11 00:19:57
2,Ushuaia,-54.81,-68.31,57.2,47,6,13.87,AR,clear sky,0.0,0.0,2019-11-11 00:19:14
3,Geraldton,49.72,-86.95,1.4,77,20,5.82,CA,few clouds,0.0,0.0,2019-11-11 00:19:35
4,Tiznit,29.7,-9.73,54.25,53,17,1.57,MA,few clouds,0.0,0.0,2019-11-11 00:19:59
5,Sitka,37.17,-99.65,55.0,46,100,9.37,US,overcast clouds,0.0,0.0,2019-11-11 00:19:50
6,Aranda De Duero,41.67,-3.69,34.95,91,56,7.76,ES,broken clouds,0.0,0.0,2019-11-11 00:21:31
7,Buchanan,5.88,-10.05,78.8,94,75,2.48,LR,broken clouds,0.0,0.0,2019-11-11 00:21:31
8,Port Alfred,-33.59,26.89,63.0,96,100,5.01,ZA,light rain,0.56,0.0,2019-11-11 00:19:28
9,Albany,42.65,-73.75,44.01,91,90,3.09,US,overcast clouds,0.0,0.0,2019-11-11 00:19:12
10,Piacabucu,-10.41,-36.43,77.09,80,42,9.71,BR,scattered clouds,0.0,0.0,2019-11-11 00:20:11
11,Portland,43.66,-70.25,44.6,45,90,6.93,US,overcast clouds,0.0,0.0,2019-11-11 00:21:02
12,Meadow Lake,54.13,-108.44,3.2,71,75,8.05,CA,broken clouds,0.0,0.0,2019-11-11 00:17:34
13,Kokopo,-4.34,152.27,82.13,79,99,13.18,PG,overcast clouds,0.0,0.0,2019-11-11 00:21:32
14,Narsaq,60.91,-46.05,33.8,80,100,32.21,GL,light snow,0.0,0.0,2019-11-11 00:19:40
15,Jimeta,9.28,12.44,81.55,34,16,2.04,NG,few clouds,0.0,0.0,2019-11-11 00:21:32
16,Salalah,17.01,54.1,75.2,69,0,4.7,OM,clear sky,0.0,0.0,2019-11-11 00:19:48
17,Cayenne,4.94,-52.33,80.6,83,80,2.24,GF,broken clouds,0.0,0.0,2019-11-11 00:18:01
18,Castro,-42.48,-73.76,55.4,82,99,5.82,CL,overcast clouds,0.0,0.0,2019-11-11 00:19:47
19,Belmonte,40.36,-7.35,50.0,96,100,4.72,PT,light rain,0.19,0.0,2019-11-11 00:21:32
20,Georgetown,6.8,-58.16,82.4,83,75,6.93,GY,broken clouds,0.0,0.0,2019-11-11 00:17:10
21,Svetlogorsk,53.14,59.15,15.8,92,77,3.44,RU,mist,0.0,0.0,2019-11-11 00:21:33
22,Mocuba,-16.84,36.99,74.05,88,68,3.67,MZ,broken clouds,0.0,0.0,2019-11-11 00:21:33
23,Hilo,19.71,-155.08,87.8,55,20,10.29,US,few clouds,0.0,0.0,2019-11-11 00:19:27
24,Fortuna,40.6,-124.16,61.0,82,1,10.29,US,clear sky,0.0,0.0,2019-11-11 00:20:16
25,Muswellbrook,-32.27,150.89,77.0,34,23,5.99,AU,few clouds,0.0,0.0,2019-11-11 00:21:33
26,Khatanga,71.98,102.47,-2.3,97,100,8.99,RU,light snow,0.0,0.31,2019-11-11 00:15:23
27,Verkhoyansk,67.55,133.39,-13.87,90,100,1.05,RU,overcast clouds,0.0,0.0,2019-11-11 00:21:33
28,Dingle,11.0,122.67,78.91,76,84,1.41,PH,broken clouds,0.0,0.0,2019-11-11 00:19:33
29,Kapaa,22.08,-159.32,80.6,94,90,10.29,US,moderate rain,0.0,0.0,2019-11-11 00:19:26
30,Mahebourg,-20.41,57.7,71.01,94,40,5.82,MU,scattered clouds,0.0,0.0,2019-11-11 00:20:01
31,Cherskiy,68.75,161.3,12.04,54,75,0.49,RU,broken clouds,0.0,0.0,2019-11-11 00:19:58
32,Bethel,60.79,-161.76,44.6,86,1,6.93,US,clear sky,0.0,0.0,2019-11-11 00:17:50
33,Auki,12.18,6.51,78.44,36,97,1.39,NG,overcast clouds,0.0,0.0,2019-11-11 00:21:34
34,Ginda,30.69,78.49,50.99,32,70,4.23,IN,broken clouds,0.0,0.0,2019-11-11 00:21:34
35,Mandurah,-32.55,115.7,66.99,63,18,13.87,AU,few clouds,0.0,0.0,2019-11-11 00:21:34
36,Rikitea,-23.12,-134.97,74.41,81,99,11.34,PF,overcast clouds,0.0,0.0,2019-11-11 00:19:24
37,Atuona,-9.8,-139.03,79.99,68,4,9.98,PF,clear sky,0.0,0.0,2019-11-11 00:19:34
38,Berlevag,70.86,29.09,32.65,71,69,16.49,NO,broken clouds,0.0,0.0,2019-11-11 00:21:35
39,Lorengau,-2.02,147.27,83.12,73,81,7.58,PG,moderate rain,4.5,0.0,2019-11-11 00:19:32
40,Cape Town,-33.93,18.42,66.99,77,21,8.05,ZA,few clouds,0.0,0.0,2019-11-11 00:19:28
41,Bluff,-23.58,149.07,84.58,14,48,9.82,AU,scattered clouds,0.0,0.0,2019-11-11 00:19:37
42,Hamilton,43.26,-79.87,42.01,91,90,4.7,CA,moderate rain,0.0,0.0,2019-11-11 00:17:01
43,Mataura,-46.19,168.86,53.01,58,100,11.01,NZ,light rain,0.31,0.0,2019-11-11 00:19:19
44,Severo-Kurilsk,50.68,156.12,30.76,84,85,19.55,RU,light snow,0.0,0.44,2019-11-11 00:19:26
45,Whitehorse,60.72,-135.06,10.99,65,20,19.46,CA,few clouds,0.0,0.0,2019-11-11 00:20:02
46,Talnakh,69.49,88.39,-11.21,83,75,8.95,RU,light shower snow,0.0,0.0,2019-11-11 00:19:35
47,Dinguiraye,11.29,-10.71,76.5,70,60,2.51,GN,broken clouds,0.0,0.0,2019-11-11 00:21:36
48,Ribeira Grande,38.52,-28.7,61.92,85,39,3.06,PT,scattered clouds,0.0,0.0,2019-11-11 00:19:28
49,Banjar,-7.37,108.54,78.8,78,34,0.81,ID,light rain,0.19,0.0,2019-11-11 00:21:36
50,Mar Del Plata,-46.43,-67.52,51.67,78,27,10.92,AR,light rain,0.44,0.0,2019-11-11 00:19:25
51,Ilulissat,69.22,-51.1,42.8,28,100,25.28,GL,overcast clouds,0.0,0.0,2019-11-11 00:20:07
52,Srednekolymsk,67.46,153.71,-3.88,95,76,5.59,RU,broken clouds,0.0,0.0,2019-11-11 00:21:22
53,Butaritari,3.07,172.79,83.91,71,98,6.6,KI,overcast clouds,0.0,0.0,2019-11-11 00:19:44
54,Batsfjord,70.63,29.72,14.0,72,20,12.75,NO,few clouds,0.0,0.0,2019-11-11 00:21:37
55,Tiksi,71.64,128.87,-10.74,96,95,0.89,RU,overcast clouds,0.0,0.0,2019-11-11 00:19:58
56,Nikolskoye,59.7,30.79,44.6,87,75,4.47,RU,broken clouds,0.0,0.0,2019-11-11 00:19:29
57,Ormara,25.21,64.64,78.57,42,66,8.23,PK,broken clouds,0.0,0.0,2019-11-11 00:21:37
58,Vila Velha,-3.71,-38.6,86.0,74,66,10.29,BR,broken clouds,0.0,0.0,2019-11-11 00:20:42
59,Goure,13.98,10.27,82.99,16,72,1.99,NE,broken clouds,0.0,0.0,2019-11-11 00:21:38
60,Saskylakh,71.97,114.09,-9.12,95,100,1.99,RU,overcast clouds,0.0,0.0,2019-11-11 00:19:50
61,Pimentel,-3.7,-45.5,80.02,71,85,3.94,BR,overcast clouds,0.0,0.0,2019-11-11 00:21:38
62,Kavieng,-2.57,150.8,81.77,70,93,3.24,PG,overcast clouds,0.0,0.0,2019-11-11 00:20:18
63,Punta Arenas,-53.16,-70.91,53.6,66,75,16.11,CL,broken clouds,0.0,0.0,2019-11-11 00:19:24
64,Dikson,73.51,80.55,10.13,95,41,8.41,RU,scattered clouds,0.0,0.0,2019-11-11 00:19:25
65,Katsuura,33.93,134.5,66.0,76,40,6.93,JP,scattered clouds,0.0,0.0,2019-11-11 00:19:50
66,Thompson,55.74,-97.86,-5.81,70,75,3.58,CA,broken clouds,0.0,0.0,2019-11-11 00:19:38
67,Jamestown,-33.21,138.6,78.49,13,0,18.3,AU,clear sky,0.0,0.0,2019-11-11 00:19:33
68,Necochea,-38.55,-58.74,55.99,89,68,5.01,AR,broken clouds,0.0,0.0,2019-11-11 00:19:32
69,Gizo,31.8,34.94,75.2,23,68,1.12,IL,broken clouds,0.0,0.0,2019-11-11 00:19:29
70,Busselton,-33.64,115.35,64.0,45,0,11.34,AU,clear sky,0.0,0.0,2019-11-11 00:19:26
71,Saurimo,-9.66,20.4,66.78,96,100,2.13,AO,light rain,0.31,0.0,2019-11-11 00:21:39
72,Ahipara,-35.17,173.16,59.0,100,100,11.16,NZ,moderate rain,3.5,0.0,2019-11-11 00:20:38
73,Inhambane,-23.87,35.38,75.36,77,61,12.46,MZ,broken clouds,0.0,0.0,2019-11-11 00:21:40
74,Sur,22.57,59.53,74.28,59,0,6.17,OM,clear sky,0.0,0.0,2019-11-11 00:21:40
75,Port Elizabeth,39.31,-74.98,52.0,80,1,4.68,US,clear sky,0.0,0.0,2019-11-11 00:19:12
76,Damavand,35.72,52.07,50.0,39,0,4.7,IR,clear sky,0.0,0.0,2019-11-11 00:21:40
77,Hillsboro,39.16,-89.49,57.0,76,1,8.05,US,clear sky,0.0,0.0,2019-11-11 00:21:40
78,College,64.86,-147.8,19.4,78,90,2.17,US,overcast clouds,0.0,0.0,2019-11-11 00:20:00
79,Esperance,-33.86,121.89,57.2,62,75,13.87,AU,broken clouds,0.0,0.0,2019-11-11 00:20:22
80,Wundanyi,-3.4,38.37,68.49,93,61,3.65,KE,broken clouds,0.0,0.0,2019-11-11 00:21:40
81,Hobart,-42.88,147.33,68.0,42,100,9.17,AU,overcast clouds,0.0,0.0,2019-11-11 00:19:18
82,Saldanha,41.42,-6.55,43.14,91,95,3.22,PT,overcast clouds,0.0,0.0,2019-11-11 00:19:51
83,Mikhaylov,54.23,39.03,45.0,87,98,4.0,RU,overcast clouds,0.0,0.0,2019-11-11 00:21:41
84,Samana,0.12,-76.97,77.0,94,75,5.82,EC,broken clouds,0.0,0.0,2019-11-11 00:21:41
85,Pimenta Bueno,-11.68,-61.19,75.22,78,86,3.33,BR,overcast clouds,0.0,0.0,2019-11-11 00:21:06
86,Provideniya,64.42,-173.23,37.4,98,90,20.13,RU,overcast clouds,0.0,0.0,2019-11-11 00:19:48
87,Birjand,32.86,59.22,41.0,30,0,10.31,IR,clear sky,0.0,0.0,2019-11-11 00:21:41
88,Dunedin,-45.87,170.5,48.0,84,100,18.99,NZ,light rain,0.0,0.0,2019-11-11 00:17:25
89,Bubaque,11.28,-15.83,83.43,71,20,11.36,GW,few clouds,0.0,0.0,2019-11-11 00:19:46
90,Puerto Maldonado,-12.59,-69.19,33.8,100,75,5.82,PE,broken clouds,0.0,0.0,2019-11-11 00:21:42
91,Kahului,20.89,-156.47,87.8,58,40,19.46,US,scattered clouds,0.0,0.0,2019-11-11 00:20:14
92,Ukwa,5.47,8.01,73.35,94,98,2.21,NG,overcast clouds,0.0,0.0,2019-11-11 00:21:42
93,Flin Flon,54.77,-101.88,5.0,71,75,8.05,CA,light snow,0.0,0.0,2019-11-11 00:19:46
94,Carnarvon,-30.97,22.13,61.45,55,28,9.78,ZA,scattered clouds,0.0,0.0,2019-11-11 00:19:12
95,Portales,34.19,-103.33,68.0,25,1,13.87,US,clear sky,0.0,0.0,2019-11-11 00:21:42
96,Nizwa,22.93,57.53,63.61,72,55,0.87,OM,light rain,0.19,0.0,2019-11-11 00:19:58
97,Qaanaaq,77.48,-69.36,-0.73,37,0,5.32,GL,clear sky,0.0,0.0,2019-11-11 00:19:26
98,Mlonggo,-6.53,110.7,86.0,72,28,16.69,ID,scattered clouds,0.0,0.0,2019-11-11 00:21:43
99,Hermanus,-34.42,19.24,66.0,88,63,8.99,ZA,broken clouds,0.0,0.0,2019-11-11 00:19:28
100,Chongoyape,-6.64,-79.39,68.0,72,53,17.22,PE,broken clouds,0.0,0.0,2019-11-11 00:21:43
101,Kavaratti,10.57,72.64,80.85,73,69,6.58,IN,broken clouds,0.0,0.0,2019-11-11 00:16:20
102,Chokurdakh,70.62,147.9,2.52,96,94,8.66,RU,overcast clouds,0.0,0.0,2019-11-11 00:19:41
103,Borogontsy,62.67,131.17,-9.64,98,68,1.72,RU,light snow,0.0,0.13,2019-11-11 00:21:44
104,Kaitangata,-46.28,169.85,51.01,55,100,13.0,NZ,overcast clouds,0.0,0.0,2019-11-11 00:15:43
105,Tuktoyaktuk,69.44,-133.03,14.0,66,5,16.11,CA,clear sky,0.0,0.0,2019-11-11 00:19:49
106,Manoel Urbano,-8.84,-69.26,75.09,91,86,2.8,BR,light rain,0.94,0.0,2019-11-11 00:21:44
107,Bria,6.54,21.99,69.37,63,28,2.59,CF,scattered clouds,0.0,0.0,2019-11-11 00:21:44
108,Bonthe,7.53,-12.5,79.09,84,0,5.75,SL,clear sky,0.0,0.0,2019-11-11 00:15:05
109,Upernavik,72.79,-56.15,26.37,63,95,10.58,GL,overcast clouds,0.0,0.0,2019-11-11 00:19:54
110,San Quintin,17.54,120.52,76.32,82,39,3.51,PH,scattered clouds,0.0,0.0,2019-11-11 00:20:36
111,Kannangad,12.31,75.11,75.2,94,75,2.24,IN,mist,0.0,0.0,2019-11-11 00:21:44
112,Te Anau,-45.41,167.72,42.75,84,86,3.4,NZ,light rain,0.44,0.0,2019-11-11 00:21:07
113,Salym,60.06,71.48,4.06,93,38,3.96,RU,scattered clouds,0.0,0.0,2019-11-11 00:21:17
114,New Norfolk,-42.78,147.06,68.0,42,100,9.17,AU,overcast clouds,0.0,0.0,2019-11-11 00:19:28
115,Pevek,69.7,170.27,11.52,75,95,1.52,RU,overcast clouds,0.0,0.0,2019-11-11 00:19:53
116,Vardo,39.62,-77.74,50.0,61,1,5.73,US,clear sky,0.0,0.0,2019-11-11 00:19:53
117,Bredasdorp,-34.53,20.04,66.0,82,100,17.22,ZA,overcast clouds,0.0,0.0,2019-11-11 00:19:39
118,Gamba,28.28,88.52,22.05,55,0,1.05,CN,clear sky,0.0,0.0,2019-11-11 00:21:45
119,Ust-Nera,64.57,143.24,-5.46,98,100,5.61,RU,overcast clouds,0.0,0.0,2019-11-11 00:21:45
120,East London,-33.02,27.91,68.2,81,100,21.41,ZA,light rain,1.13,0.0,2019-11-11 00:19:04
121,Puerto Ayora,-0.74,-90.35,75.2,69,75,13.87,EC,broken clouds,0.0,0.0,2019-11-11 00:20:05
122,Agadez,16.97,7.99,81.79,14,56,7.85,NE,broken clouds,0.0,0.0,2019-11-11 00:21:46
123,Youghal,51.95,-7.85,44.6,70,40,23.04,IE,scattered clouds,0.0,0.0,2019-11-11 00:21:46
124,Lagoa,37.14,-8.45,60.8,72,75,10.29,PT,broken clouds,0.0,0.0,2019-11-11 00:19:51
125,Saint-Pierre,48.95,4.24,42.8,100,17,6.93,FR,few clouds,0.0,0.0,2019-11-11 00:20:36
126,Sibolga,1.74,98.78,72.07,94,70,1.48,ID,broken clouds,0.0,0.0,2019-11-11 00:21:46
127,Peniche,39.36,-9.38,60.8,87,40,12.75,PT,scattered clouds,0.0,0.0,2019-11-11 00:21:47
128,Sokolov,50.18,12.64,30.99,100,0,2.24,CZ,fog,0.0,0.0,2019-11-11 00:21:47
129,Saint-Philippe,45.36,-73.48,43.0,78,90,11.41,CA,light rain,0.0,0.0,2019-11-11 00:19:39
130,Boda,4.32,17.47,72.63,78,3,3.27,CF,clear sky,0.0,0.0,2019-11-11 00:21:47
131,Villablino,42.94,-6.32,46.0,100,100,4.7,ES,light rain,2.31,0.0,2019-11-11 00:21:47
132,Terre-De-Bas,15.85,-61.64,80.6,78,1,5.82,GP,clear sky,0.0,0.0,2019-11-11 00:21:47
133,Deputatskiy,69.3,139.9,0.59,97,100,1.81,RU,overcast clouds,0.0,0.0,2019-11-11 00:19:32
134,Mount Gambier,-37.83,140.78,64.4,55,99,17.22,AU,overcast clouds,0.0,0.0,2019-11-11 00:17:34
135,Aklavik,68.22,-135.01,8.6,55,5,2.1,CA,clear sky,0.0,0.0,2019-11-11 00:20:25
136,Quelimane,-17.88,36.89,73.4,94,20,3.36,MZ,few clouds,0.0,0.0,2019-11-11 00:21:48
137,Vaini,15.34,74.49,66.13,80,0,5.03,IN,clear sky,0.0,0.0,2019-11-11 00:19:21
138,Iskateley,67.68,53.15,12.9,95,100,5.53,RU,light snow,0.0,0.69,2019-11-11 00:21:48
139,Kraslava,55.9,27.16,43.43,95,100,4.47,LV,light rain,2.06,0.0,2019-11-11 00:21:48
140,Faya,18.39,42.45,59.0,50,0,3.06,SA,clear sky,0.0,0.0,2019-11-11 00:21:48
141,Sola,-3.17,33.8,70.5,71,89,3.98,TZ,overcast clouds,0.0,0.0,2019-11-11 00:19:37
142,Gat,14.69,-16.54,77.0,53,98,2.24,SN,overcast clouds,0.0,0.0,2019-11-11 00:20:06
143,Tilichiki,60.47,166.1,24.71,96,100,5.19,RU,light snow,0.0,0.63,2019-11-11 00:21:49
144,Kodiak,39.95,-94.76,48.99,61,1,16.11,US,clear sky,0.0,0.0,2019-11-11 00:19:30
145,Kungurtug,50.6,97.53,15.67,88,100,2.15,RU,overcast clouds,0.0,0.0,2019-11-11 00:20:15
146,Doha,25.29,51.53,77.0,83,0,5.82,QA,clear sky,0.0,0.0,2019-11-11 00:15:17
147,Half Moon Bay,37.46,-122.43,75.2,63,1,5.82,US,clear sky,0.0,0.0,2019-11-11 00:20:01
148,Kenora,49.76,-94.48,12.2,78,75,2.24,CA,light snow,0.0,0.0,2019-11-11 00:21:49
149,Gambela,8.25,34.59,70.56,91,32,3.67,ET,light rain,2.12,0.0,2019-11-11 00:21:49
150,Victoria,5.28,115.24,82.4,83,75,1.12,BN,broken clouds,0.0,0.0,2019-11-11 00:19:41
151,Pisco,-13.71,-76.2,64.4,88,90,3.36,PE,overcast clouds,0.0,0.0,2019-11-11 00:15:35
152,Souillac,45.6,-0.6,41.0,93,30,5.82,FR,scattered clouds,0.0,0.0,2019-11-11 00:19:41
153,Bambous Virieux,-20.34,57.76,71.01,94,40,5.82,MU,scattered clouds,0.0,0.0,2019-11-11 00:19:47
154,Santa Lucia,41.98,12.66,57.2,81,75,9.17,IT,light rain,0.0,0.0,2019-11-11 00:21:50
155,Barrow,-38.31,-60.23,54.5,83,69,14.34,AR,broken clouds,0.0,0.0,2019-11-11 00:19:49
156,Airai,-8.93,125.41,84.38,22,10,5.95,TL,clear sky,0.0,0.0,2019-11-11 00:19:55
157,Avera,33.19,-82.53,53.6,71,1,4.07,US,clear sky,0.0,0.0,2019-11-11 00:20:03
158,Bathurst,-33.42,149.58,64.99,49,64,5.99,AU,broken clouds,0.0,0.0,2019-11-11 00:19:30
159,Naze,5.43,7.07,71.24,88,100,2.1,NG,overcast clouds,0.0,0.0,2019-11-11 00:20:09
160,Guerrero Negro,27.97,-114.04,70.39,66,90,13.09,MX,overcast clouds,0.0,0.0,2019-11-11 00:20:14
161,Longyearbyen,78.22,15.63,14.0,72,40,11.41,NO,scattered clouds,0.0,0.0,2019-11-11 00:20:01
162,Lompoc,34.64,-120.46,70.0,77,1,11.41,US,haze,0.0,0.0,2019-11-11 00:19:45
163,Donegal,54.65,-8.11,42.62,79,89,15.39,IE,light rain,1.75,0.0,2019-11-11 00:21:51
164,Ostrovnoy,68.05,39.51,23.79,89,100,11.97,RU,light snow,0.0,0.19,2019-11-11 00:20:31
165,Cabra,37.47,-4.43,57.2,50,86,4.7,ES,overcast clouds,0.0,0.0,2019-11-11 00:21:51
166,Williston,48.15,-103.62,12.2,78,40,5.82,US,light rain,0.0,0.0,2019-11-11 00:21:52
167,Manta,45.1,24.1,48.49,85,37,1.68,RO,scattered clouds,0.0,0.0,2019-11-11 00:21:52
168,Fort-Shevchenko,44.51,50.26,50.45,40,68,26.84,KZ,broken clouds,0.0,0.0,2019-11-11 00:21:52
169,Tha Chang,14.76,100.39,73.0,72,31,4.05,TH,scattered clouds,0.0,0.0,2019-11-11 00:21:52
170,Lahaina,20.87,-156.68,87.8,78,40,6.93,US,scattered clouds,0.0,0.0,2019-11-11 00:19:48
171,Baijiantan,45.63,85.18,46.29,43,100,11.9,CN,overcast clouds,0.0,0.0,2019-11-11 00:21:52
172,Champerico,16.38,-93.6,77.0,69,40,13.87,MX,scattered clouds,0.0,0.0,2019-11-11 00:20:46
173,Kijang,35.24,129.21,55.4,71,0,2.24,KR,clear sky,0.0,0.0,2019-11-11 00:21:53
174,Tsogni,-2.79,10.1,81.1,80,100,11.41,GA,moderate rain,10.19,0.0,2019-11-11 00:21:53
175,Henties Bay,-22.12,14.28,57.0,93,66,1.88,NA,broken clouds,0.0,0.0,2019-11-11 00:20:23
176,Saint George,39.45,22.34,48.2,87,0,4.29,GR,clear sky,0.0,0.0,2019-11-11 00:19:13
177,Port Hardy,50.7,-127.42,50.0,93,75,4.7,CA,broken clouds,0.0,0.0,2019-11-11 00:19:39
178,Nata,-20.21,26.19,74.59,59,90,5.95,BW,overcast clouds,0.0,0.0,2019-11-11 00:21:53
179,Antalaha,-14.9,50.28,77.41,72,100,9.98,MG,overcast clouds,0.0,0.0,2019-11-11 00:15:38
180,Hofn,64.25,-15.21,43.02,80,100,42.68,IS,light rain,0.5,0.0,2019-11-11 00:19:10
181,Ust-Uda,54.17,103.03,9.93,74,98,5.68,RU,overcast clouds,0.0,0.0,2019-11-11 00:21:54
182,Luderitz,-26.65,15.16,59.0,87,0,2.24,NA,clear sky,0.0,0.0,2019-11-11 00:19:57
183,Paamiut,61.99,-49.67,37.62,85,100,4.18,GL,overcast clouds,0.0,0.0,2019-11-11 00:20:04
184,Poitiers,46.58,0.34,41.0,100,27,5.82,FR,scattered clouds,0.0,0.0,2019-11-11 00:21:54
185,Straumen,63.87,11.3,24.01,73,75,6.93,NO,broken clouds,0.0,0.0,2019-11-11 00:21:54
186,Hasaki,35.73,140.83,60.8,93,75,6.93,JP,mist,0.0,0.0,2019-11-11 00:19:56
187,Vangaindrano,-23.35,47.6,70.36,96,100,2.15,MG,light rain,0.25,0.0,2019-11-11 00:21:55
188,Cascais,38.7,-9.42,61.0,87,40,12.75,PT,moderate rain,0.0,0.0,2019-11-11 00:21:55
189,Seoul,37.57,126.98,53.6,93,20,1.12,KR,light rain,0.0,0.0,2019-11-11 00:21:55
190,Kingaroy,-26.54,151.84,82.99,36,0,8.05,AU,clear sky,0.0,0.0,2019-11-11 00:21:55
191,Cedar City,37.68,-113.06,61.0,12,1,5.82,US,clear sky,0.0,0.0,2019-11-11 00:18:41
192,Dabat,12.98,37.77,59.67,74,100,3.94,ET,light rain,0.44,0.0,2019-11-11 00:21:55
193,Setaka,33.15,130.47,68.0,82,40,1.12,JP,scattered clouds,0.0,0.0,2019-11-11 00:21:55
194,Muroto,33.37,134.14,60.8,77,75,9.17,JP,broken clouds,0.0,0.0,2019-11-11 00:21:56
195,Bilma,18.69,12.92,76.41,16,60,7.29,NE,broken clouds,0.0,0.0,2019-11-11 00:20:31
196,Faanui,-16.48,-151.75,80.06,77,92,11.14,PF,moderate rain,3.56,0.0,2019-11-11 00:20:20
197,Norman Wells,65.28,-126.83,6.8,77,5,3.62,CA,clear sky,0.0,0.0,2019-11-11 00:19:37
198,Coihaique,-45.58,-72.07,59.0,67,20,3.36,CL,few clouds,0.0,0.0,2019-11-11 00:20:26
199,Nicoya,10.15,-85.45,82.4,65,75,8.05,CR,broken clouds,0.0,0.0,2019-11-11 00:21:56
200,Celestun,20.87,-90.4,79.66,79,0,18.95,MX,clear sky,0.0,0.0,2019-11-11 00:21:57
201,Tasiilaq,65.61,-37.64,39.2,80,100,54.13,GL,light rain,0.0,0.0,2019-11-11 00:19:26
202,Gisborne,-38.66,178.02,73.0,37,1,11.99,NZ,clear sky,0.0,0.0,2019-11-11 00:21:57
203,Abha,18.22,42.5,59.0,50,0,1.16,SA,clear sky,0.0,0.0,2019-11-11 00:20:01
204,Kruisfontein,-34.0,24.73,63.07,85,92,17.36,ZA,overcast clouds,0.0,0.0,2019-11-11 00:19:44
205,Mandan,46.83,-100.89,10.4,78,90,10.29,US,overcast clouds,0.0,0.0,2019-11-11 00:21:57
206,Khuzhir,53.19,107.35,16.34,58,99,10.78,RU,overcast clouds,0.0,0.0,2019-11-11 00:21:57
207,Pangnirtung,66.15,-65.72,16.18,61,96,10.18,CA,overcast clouds,0.0,0.0,2019-11-11 00:19:20
208,Kyzyl-Suu,42.34,78.0,33.73,82,100,7.23,KG,snow,0.0,3.12,2019-11-11 00:21:58
209,Cabo San Lucas,22.89,-109.91,82.99,51,75,3.36,MX,broken clouds,0.0,0.0,2019-11-11 00:18:48
210,Hithadhoo,-0.6,73.08,82.67,71,90,7.85,MV,overcast clouds,0.0,0.0,2019-11-11 00:19:26
211,Yulara,-25.24,130.99,84.2,7,42,8.05,AU,scattered clouds,0.0,0.0,2019-11-11 00:21:08
212,Gorontalo,0.54,123.06,83.26,65,44,1.39,ID,scattered clouds,0.0,0.0,2019-11-11 00:21:13
213,Ambilobe,-13.19,49.05,71.94,84,61,6.51,MG,broken clouds,0.0,0.0,2019-11-11 00:20:41
214,Galesong,-5.32,119.37,80.6,78,20,4.7,ID,few clouds,0.0,0.0,2019-11-11 00:21:58
215,Araouane,18.9,-3.53,76.3,13,100,11.99,ML,overcast clouds,0.0,0.0,2019-11-11 00:19:34
216,Almaznyy,48.03,40.04,46.4,93,75,11.18,RU,broken clouds,0.0,0.0,2019-11-11 00:21:59
217,Ayna,38.55,-2.07,39.2,80,16,11.41,ES,few clouds,0.0,0.0,2019-11-11 00:21:59
218,Manzhouli,49.6,117.43,16.86,47,0,17.69,CN,clear sky,0.0,0.0,2019-11-11 00:20:30
219,Lubango,-14.92,13.49,59.74,92,98,4.32,AO,moderate rain,3.56,0.0,2019-11-11 00:21:59
220,Lebu,8.96,38.73,50.61,75,37,1.61,ET,scattered clouds,0.0,0.0,2019-11-11 00:19:29
221,Fort Morgan,40.25,-103.8,57.2,39,40,5.82,US,scattered clouds,0.0,0.0,2019-11-11 00:21:59
222,Popondetta,-8.77,148.24,69.62,91,99,2.08,PG,light rain,0.69,0.0,2019-11-11 00:21:59
223,Rawson,-43.3,-65.11,52.99,75,50,15.35,AR,scattered clouds,0.0,0.0,2019-11-11 00:20:22
224,Charyshskoye,51.4,83.56,7.45,95,99,2.26,RU,overcast clouds,0.0,0.0,2019-11-11 00:22:00
225,Pedasi,7.53,-80.03,79.99,83,99,9.86,PA,light rain,2.44,0.0,2019-11-11 00:22:00
226,Leningradskiy,69.38,178.42,16.97,68,58,8.01,RU,broken clouds,0.0,0.0,2019-11-11 00:19:50
227,Stokmarknes,68.56,14.91,24.01,59,0,5.99,NO,clear sky,0.0,0.0,2019-11-11 00:22:00
228,Vila,45.18,8.4,46.0,100,94,5.82,IT,overcast clouds,0.0,0.0,2019-11-11 00:20:16
229,Bathsheba,13.22,-59.52,82.4,78,20,17.22,BB,few clouds,0.0,0.0,2019-11-11 00:20:14
230,Teguise,29.06,-13.56,68.0,72,40,19.46,ES,scattered clouds,0.0,0.0,2019-11-11 00:22:00
231,Grande-Synthe,51.01,2.3,43.0,93,57,4.7,FR,mist,0.0,0.0,2019-11-11 00:22:00
232,Livenka,50.74,40.23,38.89,95,11,6.22,RU,few clouds,0.0,0.0,2019-11-11 00:22:01
233,Boquete,8.78,-82.43,80.6,83,40,3.36,PA,scattered clouds,0.0,0.0,2019-11-11 00:22:01
234,Hualmay,-11.1,-77.61,62.82,83,0,3.29,PE,clear sky,0.0,0.0,2019-11-11 00:20:45
235,Kwinana,-32.25,115.77,68.0,63,31,13.87,AU,scattered clouds,0.0,0.0,2019-11-11 00:22:02
236,Grindavik,63.84,-22.43,44.6,75,90,46.08,IS,light rain,0.0,0.0,2019-11-11 00:19:57
